ученик_id;имя;пол;возраст;город;тип_школы;любимый_предмет;часов_подготовки_в_неделю;репетитор;кол_во_пробников;пропусков_уроков;мотивация_1_10;часов_сна;средний_балл_года;балл_егэ;сдал;ФИО_полное;email;телефон
761;Никита;М;17;Нижний Новгород;Обычная;Физика;5.7;нет;6;7;6.0;6.4;2.2;58;да;Голубев Никита Артёмович;nikita761@outlook.com;+7 (923) 786-54-13
762;Полина;Ж;17;Новосибирск;Обычная;Математика;15.6;нет;11;4;3.0;5.7;2.6;70;да;Морозова Полина Сергеевна;polina_morozova29@gmail.com;+7-918-966-45-84
763;София;Ж;17;Санкт-Петербург;Обычная;Физика;3.1;нет;7;10;6.0;6.5;2.8;68;да;Волкова София Дмитриевна;sofiya.volkova@mail.ru;89452647488
764;Елизавета;Ж;17;Нижний Новгород;Гимназия;Информатика;3.0;да;1;6;9.0;7.0;2.9;62;да;Зайцева Елизавета Владимировна;elizaveta.zaytseva@yandex.ru;+79646831822
765;Данил;М;17;Казань;Гимназия;Обществознание;2.7;да;5;5;8.0;6.2;3.3;69;да;Козлов Данил Максимович;danil_kozlov70@yahoo.com;89971147737
766;Вероника;Ж;17;Ростов-на-Дону;Обычная;Биология;14.3;да;4;5;2.0;5.7;2.7;77;да;Новикова Вероника Дмитриевна;v.novikova@yandex.ru;+7 (936) 275-78-10
767;Дарья;Ж;16;Екатеринбург;Лицей;Информатика;1.8;да;6;8;6.0;7.1;2.2;47;да;Козлова Дарья Владимировна;darya.kozlova@yahoo.com;+79276167056
768;Егор;М;17;Санкт-Петербург;Обычная;Русский язык;6.3;да;6;8;9.0;;3.6;79;да;Лебедев Егор Владимирович;egor768@yandex.ru;89235509623
769;Александр;М;16;Ростов-на-Дону;Лицей;Физика;9.1;да;7;4;10.0;5.4;3.2;94;да;Смирнов Александр Владимирович;aleksandr769@rambler.ru;+79454886437
770;Максим;М;16;Екатеринбург;Лицей;Английский язык;0.1;да;4;10;6.0;5.2;2.0;52;да;Соколов Максим Владимирович;m.sokolov@outlook.com;+7 (929) 517-24-50
771;Виктория;Ж;17;Казань;Обычная;Русский язык;6.5;да;6;2;3.0;6.7;3.2;71;да;Морозова Виктория Владимировна;viktoriya_morozova11@yahoo.com;8 959 212 76 27
772;Полина;Ж;17;Санкт-Петербург;Гимназия;Биология;15.4;нет;6;4;6.0;5.6;2.9;62;да;Смирнова Полина Александровна;polina.smirnova@yandex.ru;+7 (997) 469-46-81
773;Никита;М;16;Екатеринбург;Обычная;Химия;13.9;нет;7;7;9.0;6.8;3.2;73;да;Голубев Никита Артёмович;n.golubev@yandex.ru;8 910 435 73 24
774;Полина;Ж;16;Нижний Новгород;Лицей;Русский язык;3.4;нет;2;8;5.0;7.6;3.5;52;да;Попова Полина Николаевна;polina774@mail.ru;8 936 567 86 49
775;Арина;Ж;16;Самара;Лицей;Обществознание;15.0;нет;6;6;10.0;8.1;4.0;89;да;Соколова Арина Александровна;a.sokolova@yandex.ru;8 928 667 62 47
776;Анна;Ж;17;Санкт-Петербург;Обычная;Информатика;6.2;нет;8;7;5.0;6.4;2.5;68;да;Соколова Анна Артёмовна;a.sokolova@mail.ru;+7-924-977-18-70
777;Артём;М;17;Новосибирск;Обычная;Биология;0.0;да;5;5;5.0;5.0;2.3;47;да;Павлов Артём Максимович;artem.pavlov@yahoo.com;+7 (922) 113-96-72
778;Максим;М;16;Ростов-на-Дону;Обычная;Математика;14.1;нет;10;1;2.0;6.5;3.2;84;да;Козлов Максим Андреевич;maksim.kozlov@edu.ru;+7 (950) 548-76-94
779;Артём;М;17;Нижний Новгород;Лицей;Английский язык;10.3;да;6;8;3.0;7.6;3.1;61;да;Виноградов Артём Александрович;artem779@yandex.ru;+79152466061
780;Варвара;Ж;18;Москва;Гимназия;Математика;10.5;да;7;4;;7.9;3.0;78;да;Семёнова Варвара Максимовна;v.semenova@rambler.ru;+7-913-859-31-18
781;София;Ж;17;Ростов-на-Дону;Обычная;Физика;7.1;да;8;3;6.0;7.5;2.6;65;да;Богданова София Дмитриевна;sofiya_bogdanova41@yandex.ru;8 925 446 35 86
782;Виктория;Ж;17;Нижний Новгород;Обычная;Английский язык;5.9;да;2;7;3.0;8.3;3.2;51;да;Новикова Виктория Максимовна;viktoriya.novikova@yahoo.com;+7-915-338-64-73
783;Александр;М;17;Новосибирск;Обычная;Биология;13.7;да;6;5;6.0;9.3;3.9;85;да;Смирнов Александр Иванович;aleksandr783@yandex.ru;+7-997-830-84-85
784;Матвей;М;17;Самара;Обычная;История;7.2;нет;3;6;6.0;6.2;2.4;61;да;Соколов Матвей Дмитриевич;matvey_sokolov36@yandex.ru;+7-996-908-92-61
785;Тимофей;М;17;Нижний Новгород;Обычная;Физика;4.6;нет;2;8;5.0;8.6;2.6;50;да;Новиков Тимофей Егорович;timofey785@gmail.com;8 960 782 87 61
786;Алиса;Ж;17;Казань;Лицей;Обществознание;0.0;нет;4;5;5.0;6.5;3.2;41;нет;Лебедева Алиса Максимовна;alisa786@yandex.ru;+7 (965) 385-28-68
787;Максим;М;18;Самара;Обычная;Английский язык;6.8;нет;2;9;7.0;8.1;2.0;54;да;Волков Максим Сергеевич;maksim787@mail.ru;89153567273
788;Анна;Ж;18;Казань;Гимназия;Биология;15.6;нет;6;1;6.0;8.2;3.8;81;да;Попова Анна Александровна;a.popova@rambler.ru;+7 (980) 237-13-22
789;Ксения;Ж;17;Санкт-Петербург;Обычная;Русский язык;5.1;да;5;5;9.0;4.8;3.8;74;да;Новикова Ксения Максимовна;kseniya.novikova@yandex.ru;89086109613
790;Тимофей;М;17;Екатеринбург;Лицей;Английский язык;15.7;нет;4;7;6.0;6.4;4.0;100;да;Иванов Тимофей Владимирович;timofey.ivanov@gmail.com;89487199651
791;Данил;М;17;Москва;Обычная;Математика;16.1;нет;5;0;10.0;6.2;4.6;100;да;Голубев Данил Максимович;danil_golubev53@gmail.com;+7 (938) 736-89-22
792;Владимир;М;17;Нижний Новгород;Обычная;Английский язык;7.9;да;8;8;7.0;4.6;2.4;61;да;Кузнецов Владимир Сергеевич;vladimir792@edu.ru;8 984 869 76 73
793;Виктория;Ж;17;Екатеринбург;Обычная;Математика;11.7;да;8;6;5.0;8.1;2.7;73;да;Козлова Виктория Николаевна;viktoriya793@rambler.ru;8 925 400 94 73
794;Алиса;Ж;16;Нижний Новгород;Лицей;Математика;1.7;нет;5;7;4.0;9.1;2.0;40;да;Петрова Алиса Николаевна;alisa794@gmail.com;+79643677953
795;Егор;М;17;Санкт-Петербург;Гимназия;Математика;0.0;нет;8;5;6.0;6.5;2.8;46;да;Петров Егор Сергеевич;e.petrov@gmail.com;+7 (969) 118-14-65
796;Максим;М;17;Екатеринбург;Обычная;Русский язык;4.0;нет;5;3;7.0;7.8;2.4;55;да;Голубев Максим Сергеевич;maksim796@mail.ru;8 949 560 50 58
797;Вероника;Ж;17;Новосибирск;Обычная;История;8.4;нет;3;6;7.0;;2.0;54;да;Новикова Вероника Дмитриевна;veronika797@gmail.com;+79581361432
798;Максим;М;17;Санкт-Петербург;Лицей;Информатика;2.7;да;4;8;2.0;6.9;2.4;53;да;Кузнецов Максим Николаевич;maksim798@mail.ru;8 984 981 48 31
799;Егор;М;17;Новосибирск;Обычная;Математика;4.8;нет;5;6;7.0;6.9;2.7;66;да;Павлов Егор Александрович;e.pavlov@gmail.com;8 955 237 49 59
800;Михаил;М;17;Ростов-на-Дону;Гимназия;Информатика;0.0;да;8;8;1.0;6.3;2.0;36;нет;Смирнов Михаил Андреевич;mikhail800@gmail.com;8 997 212 82 96
801;Александр;М;17;Самара;Обычная;Английский язык;17.5;да;8;4;6.0;7.9;3.5;95;да;Иванов Александр Иванович;aleksandr_ivanov3@mail.ru;+79846679779
802;Егор;М;17;Санкт-Петербург;Гимназия;Химия;8.5;нет;10;8;8.0;7.8;2.8;60;да;Виноградов Егор Александрович;egor_vinogradov40@gmail.com;+79605878130
803;Ксения;Ж;16;Самара;Лицей;История;18.6;да;6;2;6.0;8.3;4.5;100;да;Новикова Ксения Ивановна;kseniya803@edu.ru;+79075004373
804;Алиса;Ж;18;Екатеринбург;Обычная;Физика;10.5;нет;3;2;2.0;7.4;2.3;57;да;Павлова Алиса Александровна;alisa.pavlova@yandex.ru;+7-948-731-96-55
805;Анна;Ж;17;Москва;Лицей;Химия;10.5;да;9;6;7.0;7.0;3.2;79;да;Павлова Анна Максимовна;a.pavlova@gmail.com;+7 (941) 162-13-85
806;София;Ж;17;Ростов-на-Дону;Обычная;Обществознание;3.1;нет;11;6;7.0;4.7;2.6;49;да;Зайцева София Андреевна;sofiya806@mail.ru;+79169575654
807;София;Ж;17;Екатеринбург;Лицей;История;12.5;нет;9;8;8.0;8.6;4.9;94;да;Морозова София Владимировна;sofiya_morozova94@yahoo.com;8 903 883 90 53
808;Егор;М;17;Ростов-на-Дону;Гимназия;Математика;9.6;нет;7;2;3.0;5.8;4.2;73;да;Попов Егор Артёмович;egor.popov@yandex.ru;8 912 538 54 55
809;Дмитрий;М;17;Москва;Лицей;Биология;19.4;нет;8;4;3.0;;2.8;85;да;Петров Дмитрий Владимирович;dmitriy809@yandex.ru;89441579441
810;Вероника;Ж;16;Санкт-Петербург;Обычная;Обществознание;6.2;нет;8;5;5.0;7.5;2.5;37;нет;Козлова Вероника Николаевна;veronika810@outlook.com;+7 (930) 763-49-85
811;Иван;М;17;Ростов-на-Дону;Обычная;Русский язык;6.8;нет;6;4;4.0;5.7;3.2;67;да;Павлов Иван Андреевич;ivan_pavlov8@yandex.ru;+7-988-167-49-24
812;Варвара;Ж;17;Санкт-Петербург;Обычная;Информатика;6.5;нет;5;8;5.0;5.9;2.0;49;да;Смирнова Варвара Александровна;v.smirnova@yandex.ru;+7 (921) 120-78-51
813;Варвара;Ж;16;Екатеринбург;Лицей;Биология;8.3;нет;7;3;8.0;;4.0;91;да;Сидорова Варвара Ивановна;varvara_sidorova91@yandex.ru;+79587736482
814;Егор;М;17;Екатеринбург;Лицей;Математика;16.4;да;7;1;6.0;7.1;4.3;87;да;Соловьёв Егор Андреевич;egor814@mail.ru;8 953 373 12 99
815;Милана;Ж;17;Ростов-на-Дону;Обычная;История;5.6;да;6;5;10.0;5.6;3.5;82;да;Павлова Милана Максимовна;milana.pavlova@mail.ru;+79751225058
816;Анна;Ж;16;Казань;Лицей;Обществознание;2.7;да;7;12;5.0;7.2;2.0;33;нет;Сидорова Анна Александровна;a.sidorova@yandex.ru;8 949 430 83 22
817;Иван;М;17;Самара;Лицей;Химия;9.3;да;2;11;7.0;5.8;2.4;52;да;Виноградов Иван Максимович;ivan.vinogradov@yandex.ru;+7-912-807-96-36
818;Иван;М;18;Нижний Новгород;Лицей;Химия;11.6;да;6;5;9.0;4.9;3.6;81;да;Петров Иван Андреевич;ivan.petrov@outlook.com;89636149553
819;Анна;Ж;17;Нижний Новгород;Обычная;Математика;12.0;да;8;2;7.0;8.0;3.0;93;да;Кузнецова Анна Дмитриевна;anna.kuznetsova@mail.ru;89784065665
820;Виктория;Ж;17;Екатеринбург;Обычная;История;11.4;нет;6;3;7.0;6.2;3.0;76;да;Кузнецова Виктория Максимовна;v.kuznetsova@gmail.com;89637501978
821;Артём;М;16;Москва;Обычная;Английский язык;3.0;да;6;10;4.0;6.9;2.1;52;да;Виноградов Артём Артёмович;artem_vinogradov60@yandex.ru;+79363711648
822;Арина;Ж;17;Казань;Гимназия;Обществознание;6.6;нет;9;1;8.0;6.1;3.2;79;да;Новикова Арина Артёмовна;arina822@edu.ru;+7 (951) 923-38-89
823;Артём;М;17;Екатеринбург;Гимназия;Химия;9.2;да;9;0;6.0;;2.9;97;да;Сидоров Артём Николаевич;artem.sidorov@edu.ru;+79919648422
824;Милана;Ж;17;Новосибирск;Гимназия;Математика;8.9;нет;1;7;8.0;6.7;2.2;55;да;Лебедева Милана Артёмовна;milana.lebedeva@yandex.ru;+79433791882
825;Арина;Ж;17;Санкт-Петербург;Обычная;Физика;7.5;да;7;5;5.0;;3.4;68;да;Смирнова Арина Максимовна;arina_smirnova63@rambler.ru;+7 (960) 537-36-54
826;Владимир;М;17;Нижний Новгород;Лицей;Физика;5.7;нет;8;1;7.0;7.5;3.1;67;да;Голубев Владимир Сергеевич;vladimir826@mail.ru;+7-983-943-48-74
827;Анна;Ж;17;Новосибирск;Гимназия;Математика;5.0;да;3;10;5.0;6.6;2.8;47;да;Васильева Анна Николаевна;anna827@rambler.ru;89557797950
828;Вероника;Ж;16;Самара;Обычная;Русский язык;6.8;нет;2;6;3.0;8.1;2.1;33;да;Богданова Вероника Николаевна;veronika_bogdanova45@mail.ru;+79535114289
829;Елизавета;Ж;17;Екатеринбург;Обычная;Биология;9.7;да;5;7;10.0;7.4;3.0;82;да;Богданова Елизавета Максимовна;elizaveta_bogdanova96@yandex.ru;+7 (958) 787-80-33
830;Матвей;М;17;Казань;Обычная;Математика;9.3;нет;6;5;5.0;7.8;2.1;57;да;Богданов Матвей Владимирович;matvey_bogdanov4@yahoo.com;+79808207633
831;Артём;М;17;Москва;Лицей;Математика;6.5;да;1;5;5.0;6.1;2.5;64;да;Лебедев Артём Андреевич;artem.lebedev@mail.ru;+7-963-318-94-69
832;Матвей;М;16;Москва;Обычная;Английский язык;8.6;нет;6;9;4.0;5.9;2.5;51;да;Семёнов Матвей Дмитриевич;m.semenov@yandex.ru;+79816458865
833;Данил;М;17;Екатеринбург;Обычная;Биология;4.1;да;7;6;6.0;6.8;2.4;65;да;Соловьёв Данил Артёмович;d.solovev@edu.ru;89937411776
834;Дмитрий;М;17;Казань;Обычная;Обществознание;6.8;нет;2;8;;6.6;3.6;67;да;Зайцев Дмитрий Дмитриевич;d.zaytsev@gmail.com;89465732840
835;Полина;Ж;17;Нижний Новгород;Лицей;Физика;13.2;нет;14;6;4.0;8.7;3.5;67;да;Зайцева Полина Артёмовна;polina835@yandex.ru;8 995 801 48 65
836;Анна;Ж;18;Нижний Новгород;Гимназия;Информатика;10.6;да;4;11;5.0;6.7;2.4;58;да;Новикова Анна Егоровна;anna.novikova@edu.ru;89409801891
837;Вероника;Ж;17;Казань;Лицей;Биология;2.8;да;9;4;7.0;5.4;2.7;73;да;Виноградова Вероника Сергеевна;veronika.vinogradova@outlook.com;89523734692
838;Артём;М;17;Самара;Гимназия;История;4.9;да;4;8;8.0;6.0;3.5;74;да;Васильев Артём Владимирович;a.vasilev@edu.ru;8 932 803 86 40
839;Иван;М;17;Екатеринбург;Лицей;Информатика;2.7;да;3;11;4.0;7.6;2.0;36;нет;Новиков Иван Андреевич;i.novikov@rambler.ru;+7 (930) 216-29-34
840;Дарья;Ж;16;Ростов-на-Дону;Гимназия;Английский язык;16.3;нет;13;6;7.0;6.9;3.6;90;да;Виноградова Дарья Максимовна;darya.vinogradova@yandex.ru;8 931 916 49 69
841;Никита;М;17;Ростов-на-Дону;Обычная;История;0.3;да;7;3;5.0;6.7;3.6;58;да;Богданов Никита Дмитриевич;nikita_bogdanov78@gmail.com;+7 (971) 546-64-92
842;Анна;Ж;18;Ростов-на-Дону;Гимназия;Русский язык;9.2;да;8;2;5.0;8.3;3.5;78;да;Петрова Анна Дмитриевна;anna_petrova55@yahoo.com;+7 (925) 263-44-27
843;Ева;Ж;17;Санкт-Петербург;Гимназия;Математика;5.4;нет;7;4;5.0;6.2;3.6;74;да;Богданова Ева Максимовна;eva_bogdanova59@gmail.com;+79339084594
844;Роман;М;18;Екатеринбург;Лицей;Математика;0.0;да;2;8;1.0;4.0;2.3;34;да;Смирнов Роман Андреевич;r.smirnov@outlook.com;+7 (922) 759-15-72
845;Тимофей;М;17;Москва;Обычная;Обществознание;0.6;да;3;4;3.0;5.4;2.0;25;нет;Соколов Тимофей Андреевич;timofey_sokolov87@yandex.ru;+79079802050
846;Данил;М;17;Ростов-на-Дону;Обычная;Обществознание;7.1;нет;9;7;8.0;7.4;4.2;70;да;Соколов Данил Николаевич;danil846@rambler.ru;+7-938-987-18-62
847;Никита;М;17;Нижний Новгород;Обычная;Химия;5.8;нет;8;5;;6.7;3.1;66;да;Козлов Никита Егорович;nikita.kozlov@gmail.com;89857732160
848;Михаил;М;18;Казань;Обычная;История;8.5;нет;9;7;5.0;5.2;3.6;66;да;Сидоров Михаил Артёмович;mikhail_sidorov72@edu.ru;+7 (930) 214-83-74
849;Дарья;Ж;17;Екатеринбург;Обычная;Обществознание;4.5;нет;5;1;5.0;8.1;2.6;63;да;Попова Дарья Сергеевна;darya_popova39@edu.ru;+7-966-780-84-77
850;Мария;Ж;17;Екатеринбург;Обычная;Русский язык;4.1;нет;6;4;9.0;7.4;3.6;81;да;Лебедева Мария Николаевна;mariya.lebedeva@outlook.com;+7 (963) 192-40-86
851;Анна;Ж;17;Екатеринбург;Обычная;Английский язык;13.9;да;6;6;5.0;7.7;3.8;80;да;Попова Анна Максимовна;anna.popova@mail.ru;+79989265052
852;Алиса;Ж;17;Екатеринбург;Гимназия;Химия;12.5;нет;4;4;7.0;7.6;2.9;80;да;Голубева Алиса Николаевна;alisa_golubeva82@mail.ru;89944994064
853;Ксения;Ж;18;Ростов-на-Дону;Лицей;Информатика;10.6;нет;6;9;6.0;5.4;2.5;57;да;Сидорова Ксения Александровна;kseniya_sidorova34@edu.ru;+7-918-209-32-37
854;Максим;М;17;Самара;Гимназия;Русский язык;0.0;нет;4;8;4.0;6.7;2.0;29;да;Попов Максим Максимович;maksim_popov25@mail.ru;+7 (956) 518-42-85
855;Дмитрий;М;18;Новосибирск;Обычная;История;11.5;да;11;2;7.0;8.3;3.9;92;да;Иванов Дмитрий Егорович;d.ivanov@gmail.com;+7 (962) 646-57-99
856;Ева;Ж;17;Самара;Обычная;Биология;14.4;да;10;3;7.0;8.7;3.0;91;да;Васильева Ева Артёмовна;eva856@edu.ru;89406586470
857;Никита;М;17;Санкт-Петербург;Обычная;Математика;5.8;нет;12;5;8.0;8.1;3.2;81;да;Зайцев Никита Андреевич;nikita_zaytsev88@mail.ru;8 935 903 28 56
858;Данил;М;17;Казань;Гимназия;Биология;5.4;нет;5;8;5.0;7.4;3.0;47;да;Богданов Данил Александрович;danil.bogdanov@edu.ru;+79914764912
859;Дарья;Ж;16;Москва;Обычная;Русский язык;9.6;нет;6;2;10.0;;2.9;79;да;Павлова Дарья Дмитриевна;darya859@gmail.com;89049619416
860;Арина;Ж;16;Ростов-на-Дону;Лицей;Физика;18.0;нет;8;13;7.0;7.2;4.0;85;да;Новикова Арина Артёмовна;arina_novikova54@yahoo.com;+7-932-665-59-49
861;Арина;Ж;18;Москва;Обычная;Биология;20.4;нет;7;2;4.0;6.3;3.5;89;да;Петрова Арина Максимовна;arina861@gmail.com;8 987 224 78 40
862;Виктория;Ж;18;Ростов-на-Дону;Обычная;Обществознание;0.0;да;3;8;6.0;8.3;2.1;47;да;Лебедева Виктория Владимировна;v.lebedeva@mail.ru;+7-949-108-60-42
863;Роман;М;18;Самара;Обычная;Русский язык;17.3;да;7;13;7.0;8.3;2.8;79;да;Новиков Роман Сергеевич;r.novikov@edu.ru;89119424048
864;Полина;Ж;16;Ростов-на-Дону;Обычная;Химия;6.6;да;9;5;7.0;6.1;4.2;82;да;Новикова Полина Александровна;polina864@edu.ru;8 920 549 90 50
865;Ева;Ж;17;Самара;Обычная;Физика;12.1;да;6;3;6.0;7.0;2.8;69;да;Зайцева Ева Сергеевна;eva_zaytseva65@gmail.com;8 904 380 20 72
866;Полина;Ж;18;Новосибирск;Гимназия;История;8.5;да;3;5;1.0;7.0;2.0;54;да;Сидорова Полина Егоровна;p.sidorova@edu.ru;+7 (994) 522-52-64
867;Анна;Ж;16;Самара;Обычная;Обществознание;5.3;нет;9;5;3.0;8.2;2.7;63;да;Лебедева Анна Николаевна;a.lebedeva@gmail.com;+7 (920) 815-43-74
868;Арина;Ж;17;Ростов-на-Дону;Обычная;Биология;11.7;нет;10;0;10.0;5.2;3.7;78;да;Козлова Арина Александровна;arina.kozlova@outlook.com;+7-945-530-87-80
869;Александр;М;17;Ростов-на-Дону;Обычная;Обществознание;7.8;нет;9;4;5.0;4.4;2.5;54;да;Виноградов Александр Сергеевич;a.vinogradov@gmail.com;89588111316
870;Тимофей;М;18;Самара;Гимназия;Химия;10.9;да;6;6;8.0;7.1;3.6;83;да;Соколов Тимофей Дмитриевич;t.sokolov@edu.ru;+7 (980) 554-92-27
871;Александр;М;17;Самара;Лицей;Биология;8.1;нет;5;5;3.0;4.0;2.9;53;да;Васильев Александр Иванович;aleksandr_vasilev84@yandex.ru;+7-951-304-90-49
872;Максим;М;17;Нижний Новгород;Лицей;Физика;17.2;нет;10;4;5.0;7.6;3.9;85;да;Смирнов Максим Максимович;m.smirnov@mail.ru;89731842430
873;Данил;М;17;Ростов-на-Дону;Обычная;Английский язык;5.6;нет;1;7;6.0;7.4;2.6;53;да;Голубев Данил Максимович;d.golubev@gmail.com;+79668309326
874;Матвей;М;16;Новосибирск;Гимназия;Русский язык;5.6;нет;9;8;5.0;8.3;2.3;59;да;Лебедев Матвей Артёмович;matvey874@mail.ru;8 987 520 50 67
875;Полина;Ж;17;Екатеринбург;Обычная;Английский язык;12.4;нет;10;6;7.0;6.3;3.1;68;да;Кузнецова Полина Егоровна;polina_kuznetsova34@rambler.ru;+79942364332
876;Анна;Ж;17;Самара;Лицей;История;13.0;нет;8;5;7.0;7.5;3.1;87;да;Козлова Анна Александровна;anna_kozlova60@yandex.ru;+7 (941) 918-46-35
877;Алиса;Ж;17;Казань;Гимназия;Английский язык;6.4;нет;3;5;4.0;7.3;2.6;52;да;Кузнецова Алиса Егоровна;alisa877@gmail.com;8 953 476 33 60
878;Милана;Ж;17;Самара;Обычная;Биология;1.4;нет;5;7;3.0;5.2;2.0;45;да;Сидорова Милана Сергеевна;milana.sidorova@outlook.com;+79733291212
879;Арина;Ж;17;Москва;Обычная;Информатика;0.0;да;6;11;2.0;7.5;2.0;37;нет;Петрова Арина Николаевна;a.petrova@yandex.ru;+7 (982) 726-90-39
880;Анна;Ж;16;Екатеринбург;Обычная;Физика;5.8;да;9;5;9.0;7.3;2.6;77;да;Попова Анна Максимовна;anna.popova@edu.ru;89593034399
881;Никита;М;18;Москва;Обычная;Русский язык;2.2;да;7;9;8.0;5.9;2.1;52;да;Новиков Никита Максимович;nikita881@yandex.ru;+79065108964
882;Алиса;Ж;17;Ростов-на-Дону;Обычная;Английский язык;10.0;нет;6;4;4.0;7.1;2.6;60;да;Богданова Алиса Николаевна;alisa_bogdanova53@gmail.com;89332522157
883;Максим;М;17;Самара;Обычная;Математика;13.9;нет;10;4;4.0;7.0;4.6;79;да;Виноградов Максим Дмитриевич;m.vinogradov@mail.ru;8 972 220 11 77
884;Роман;М;17;Санкт-Петербург;Обычная;Обществознание;5.5;нет;4;8;5.0;7.7;2.6;46;да;Новиков Роман Егорович;r.novikov@mail.ru;+7 (998) 564-96-73
885;Елизавета;Ж;18;Санкт-Петербург;Лицей;История;14.4;да;7;7;7.0;6.6;2.8;76;да;Зайцева Елизавета Сергеевна;elizaveta885@rambler.ru;+7-928-830-36-34
886;Мария;Ж;17;Нижний Новгород;Обычная;Русский язык;12.6;да;3;0;5.0;7.2;2.6;64;да;Смирнова Мария Владимировна;mariya886@mail.ru;89368647358
887;Кирилл;М;16;Ростов-на-Дону;Лицей;Английский язык;11.0;нет;7;1;8.0;6.5;2.8;82;да;Зайцев Кирилл Максимович;kirill_zaytsev92@mail.ru;89559763686
888;Никита;М;17;Казань;Обычная;Русский язык;6.1;да;10;9;6.0;6.0;3.2;75;да;Новиков Никита Артёмович;nikita.novikov@outlook.com;8 936 844 96 34
889;Александр;М;17;Ростов-на-Дону;Обычная;Русский язык;12.2;нет;6;8;5.0;7.0;3.3;54;да;Соловьёв Александр Максимович;aleksandr_solovev81@mail.ru;+7-923-518-28-13
890;Егор;М;17;Новосибирск;Обычная;Химия;7.2;да;5;5;10.0;5.9;3.0;78;да;Козлов Егор Андреевич;egor_kozlov82@gmail.com;89333418967
891;Максим;М;18;Новосибирск;Гимназия;Математика;11.6;нет;5;2;6.0;8.3;4.0;77;да;Семёнов Максим Иванович;maksim.semenov@outlook.com;8 947 696 97 92
892;Алиса;Ж;17;Казань;Обычная;Математика;7.8;нет;6;4;10.0;7.8;2.9;73;да;Голубева Алиса Дмитриевна;alisa_golubeva27@mail.ru;+7-910-110-70-27
893;Милана;Ж;18;Казань;Лицей;Биология;0.2;нет;7;6;7.0;5.7;2.1;48;да;Павлова Милана Александровна;m.pavlova@outlook.com;8 988 507 97 37
894;Варвара;Ж;17;Казань;Гимназия;Английский язык;4.1;да;3;4;8.0;7.5;3.5;83;да;Зайцева Варвара Сергеевна;varvara.zaytseva@mail.ru;+7 (990) 533-86-42
895;Анна;Ж;17;Санкт-Петербург;Лицей;Математика;7.3;нет;7;6;1.0;5.8;2.1;40;да;Сидорова Анна Николаевна;anna895@edu.ru;+7-912-670-17-16
896;Ева;Ж;17;Новосибирск;Обычная;Биология;9.1;нет;12;4;7.0;5.5;4.0;89;да;Богданова Ева Владимировна;eva896@yahoo.com;+79305825587
897;Елизавета;Ж;17;Казань;Обычная;Биология;23.3;нет;9;3;6.0;6.6;3.9;88;да;Петрова Елизавета Артёмовна;elizaveta897@outlook.com;+7-990-866-15-10
898;Владимир;М;17;Москва;Лицей;Математика;4.5;нет;11;4;6.0;7.0;3.4;67;да;Васильев Владимир Владимирович;vladimir898@gmail.com;8 964 734 58 48
899;Тимофей;М;17;Казань;Лицей;Русский язык;3.4;да;7;5;4.0;7.7;3.0;68;да;Морозов Тимофей Дмитриевич;timofey.morozov@yandex.ru;+7 (985) 479-26-81
900;Виктория;Ж;16;Москва;Лицей;Информатика;9.4;нет;8;5;7.0;7.1;3.3;69;да;Богданова Виктория Андреевна;v.bogdanova@mail.ru;+79742834331
901;Михаил;М;17;Санкт-Петербург;Лицей;История;16.2;да;13;10;9.0;8.3;3.3;92;да;Козлов Михаил Андреевич;mikhail.kozlov@mail.ru;+7 (963) 447-69-26
902;Михаил;М;18;Нижний Новгород;Обычная;Русский язык;7.1;да;6;9;8.0;5.7;2.6;68;да;Иванов Михаил Николаевич;m.ivanov@gmail.com;89408277765
903;Тимофей;М;16;Москва;Лицей;Информатика;11.0;нет;10;4;5.0;6.6;3.7;66;да;Сидоров Тимофей Иванович;timofey.sidorov@edu.ru;89332195015
904;Алиса;Ж;17;Казань;Лицей;Химия;3.2;нет;8;6;5.0;9.2;3.1;73;да;Лебедева Алиса Егоровна;a.lebedeva@yandex.ru;8 963 992 45 56
905;Артём;М;17;Нижний Новгород;Гимназия;История;3.6;да;5;4;6.0;4.5;2.0;64;да;Виноградов Артём Андреевич;artem_vinogradov40@mail.ru;+7-936-997-43-88
906;Алиса;Ж;17;Москва;Лицей;Физика;1.9;да;7;7;9.0;6.3;2.3;66;да;Виноградова Алиса Николаевна;alisa.vinogradova@yahoo.com;+7-966-420-65-31
907;Артём;М;18;Нижний Новгород;Обычная;История;0.0;да;7;11;5.0;5.4;2.4;43;да;Иванов Артём Иванович;artem_ivanov22@yandex.ru;8 994 603 29 81
908;Максим;М;17;Москва;Лицей;Обществознание;5.3;да;5;6;6.0;6.4;2.9;60;да;Козлов Максим Дмитриевич;maksim.kozlov@gmail.com;89062932916
909;Александр;М;17;Москва;Лицей;Биология;0.0;нет;6;11;;5.9;2.0;24;нет;Виноградов Александр Сергеевич;aleksandr_vinogradov59@yandex.ru;89231367043
910;Матвей;М;17;Санкт-Петербург;Обычная;История;4.9;да;7;1;6.0;7.9;4.2;78;да;Петров Матвей Дмитриевич;matvey_petrov56@edu.ru;8 990 578 65 24
911;Анна;Ж;17;Самара;Обычная;Русский язык;11.3;нет;7;2;9.0;7.8;4.1;95;да;Попова Анна Николаевна;a.popova@mail.ru;8 905 552 55 81
